DYNS01;DYNA;PALHETA SLIM BLADE DYNA - DYNS01;Chevrolet;CELTA;2001;2012;49.2;5;LIMPADOR PARABRISA;PALHETAS DO LIMPADOR;85X16X12;1000
DYNS01;DYNA;PALHETA SLIM BLADE DYNA - DYNS01;Chevrolet;CORSA;1994;2002;49.2;5;LIMPADOR PARABRISA;PALHETAS DO LIMPADOR;85X16X12;1000
DYNS01;DYNA;PALHETA SLIM BLADE DYNA - DYNS01;Chevrolet;CORSA SEDAN;1994;2002;49.2;5;LIMPADOR PARABRISA;PALHETAS DO LIMPADOR;85X16X12;1000
DYNS01;DYNA;PALHETA SLIM BLADE DYNA - DYNS01;Chevrolet;CORSA CLASSIC;1994;2002;49.2;5;LIMPADOR PARABRISA;PALHETAS DO LIMPADOR;85X16X12;1000
DYNS01;DYNA;PALHETA SLIM BLADE DYNA - DYNS01;Chevrolet;CORSA WAGON;1994;2002;49.2;5;LIMPADOR PARABRISA;PALHETAS DO LIMPADOR;85X16X12;1000
DYNS01;DYNA;PALHETA SLIM BLADE DYNA - DYNS01;Chevrolet;CORSA PICK UP;1995;2003;49.2;5;LIMPADOR PARABRISA;PALHETAS DO LIMPADOR;85X16X12;1000
DYNS01;DYNA;PALHETA SLIM BLADE DYNA - DYNS01;Chevrolet;PRISMA;2006;2012;49.2;5;LIMPADOR PARABRISA;PALHETAS DO LIMPADOR;85X16X12;1000
DYNS01;DYNA;PALHETA SLIM BLADE DYNA - DYNS01;Chevrolet;ASTRA;1999;2011;49.2;5;LIMPADOR PARABRISA;PALHETAS DO LIMPADOR;85X16X12;1000
DYNS01;DYNA;PALHETA SLIM BLADE DYNA - DYNS01;Chevrolet;CORSA HATCH;2001;2012;49.2;5;LIMPADOR PARABRISA;PALHETAS DO LIMPADOR;85X16X12;1000
DYNS02;;Filtro de Óleo do Motor  MAN - DYNS02;Fiat;Mille;2010;2015;133;30;Motor;Filtro Lubrificante;15x13x12;500
DYNS02;;Filtro de Óleo do Motor  MAN - DYNS03;Honda;Fit;2008;2015;133;30;Motor;Filtro Lubrificante;15x13x12;500
DYNS02;;Filtro de Óleo do Motor  MAN - DYNS04;Honda;Civic;2007;20015;133;30;Motor;Filtro Lubrificante;15x13x12;500
DYNS03;;Amortecedor Dianteiro  Cofap - DYNS03;Chevrolet;Cruze;2012;2016;744;60;Suspenção;Amortecedor Dianteiro;60x10x4;1500
HYJ05;COFAP;Kit Amortecedor - Traseiro e Dianteiro Cofap - HYJ05;Chevrolet;CELTA ;2002;2006;1100;30;Suspenção;Kit Amortecedor;90x20x20;2500
HYJ05;COFAP;Kit Amortecedor - Traseiro e Dianteiro Cofap - HYJ05;Chevrolet;PRISMA ;2002;2006;1100;30;Suspenção;Kit Amortecedor;90x20x20;2500
HYJ07;COFAP;kit Batente e Coifa dianteiro com Coxim - Axios  - HYJ07;Volkswagen;Gol;1999;2004;125;50;Suspenção;Kit Amortecedor;20x20x20;500
HYJ07;;kit Batente e Coifa dianteiro com Coxim - Axios  - HYJ08;Volkswagen;Parati;1999;2004;125;50;Suspenção;Kit Amortecedor;20x20x20;500
MW0367;;Adesivo Vidro Emergência;Fiat;Ducato;1997;2017;35;50;Acessórios;Adesivos Vidros ;10x10x10;200
MW0367;;Adesivo Vidro Emergência;Fiat;Ducato;1997;2017;35;50;Segurança;Adesivos Vidros ;10x10x10;200
13899;;MAÇANETA EXTERNA COM CHAVE LADO ESQUERDO;Scania;112;1995;2003;159;10;Latarias;Maçaneta Externa;30X30X30;1000
15376;;SIRENE DE RE 12V;;;1994;2000;235;1000;Acessórios Externos;Sirene de Ré;30X30X30;1000
16031;;RELÓGIO PRESSÃO TURBOCOM AJUSTE;;;2000;2005;52;250;Acessórios Internos;Relógio Pressão;30X30X30;1000
11037;;LANTERNA TRASEIRA GUERRACOM LAMPADA LD (BRASPOINT II);Volkswagen;;2006;2010;140;14;Iluminação;Lanterna Traseira ;30X30X30;1000
11038;;LANTERNA TRASEIRA GUERRACOM LAMPADA LE (BRASPOINT II);Mercedes Benz;;1997;2003;140;11;Iluminação;Lanterna Traseira ;30X30X30;1000
1068;;LANTERNA TRASEIRA SEM VIGIA ;Mercedes Benz;1113;1997;2003;140;7;Iluminação;Lanterna Traseira ;30X30X30;1000
1068;;LANTERNA TRASEIRA SEM VIGIA ;Mercedes Benz;709;1997;2003;140;8;Iluminação;Lanterna Traseira ;30X30X30;1000
1068;;LANTERNA TRASEIRA SEM VIGIA ;Mercedes Benz;909;1997;2003;140;2;Iluminação;Lanterna Traseira ;30X30X30;1000
280;TG POLI;280 CALHA DE CHUVA 2 PORTAS - 100% ACRILICO - COLAGEM DUPLA FACE;FIAT;DOBLO;2001;2016;88.00;2;ACESSÓRIOS EXTERNOS;CALHA DE CHUVA;4X26X120;1200
299;TG POLI;299 CALHA DE CHUVA 2 PORTAS - 100% ACRILICO - COLAGEM DUPLA FACE;PEUGEOT;206;2001;2013;80.00;0;ACESSÓRIOS EXTERNOS;CALHA DE CHUVA;4X26X120;1250
299;TG POLI;299 CALHA DE CHUVA 2 PORTAS - 100% ACRILICO - COLAGEM DUPLA FACE;PEUGEOT;207;2001;2013;80.00;0;ACESSÓRIOS EXTERNOS;CALHA DE CHUVA;4X26X120;1250
302;TG POLI;302 CALHA DE CHUVA 4 PORTAS - 100% ACRILICO - COLAGEM DUPLA FACE;PEUGEOT;307;2001;2012;105.00;2;ACESSÓRIOS EXTERNOS;CALHA DE CHUVA;4X20X100;1350
310;TG POLI;310 CALHA DE CHUVA 2 PORTAS - 100% ACRILICO - COLAGEM DUPLA FACE;RENAULT;KANGOO;2000;2016;110.00;1;ACESSÓRIOS EXTERNOS;CALHA DE CHUVA;4X20X100;1000
